Token ID,Token,Total Length,Chinese Length,Longword ID,Subword ID,Occurrences,Percentage,Pollute Type
39729,殍,1,1,10654,,1,0.0035%,
39730,瓘,1,1,10655,,1,0.0035%,
39731,翚,1,1,10656,,1,0.0035%,
39732,圏,1,1,10657,,1,0.0035%,
39733,暍,1,1,10658,,1,0.0035%,
39734,條,1,1,10659,,1,0.0035%,
39735,溫,1,1,10660,,1,0.0035%,
39736,溲,1,1,10661,,1,0.0035%,
39737,痦,1,1,10662,,1,0.0035%,
39738,蔵,1,1,10663,,1,0.0035%,
39739,辏,1,1,10664,,1,0.0035%,
39740,韡,1,1,10665,,1,0.0035%,
39741,鲞,1,1,10666,,1,0.0035%,
39742,麴,1,1,10667,,1,0.0035%,
39751,嚅,1,1,10668,,1,0.0035%,
39752,歡,1,1,10669,,1,0.0035%,
39753,藠,1,1,10670,,1,0.0035%,
39754,雠,1,1,10671,,1,0.0035%,
39758,幾,1,1,10672,,1,0.0035%,
39759,権,1,1,10673,,1,0.0035%,
39760,歴,1,1,10674,,1,0.0035%,
39761,産,1,1,10675,,1,0.0035%,
39762,紀,1,1,10676,,1,0.0035%,
39763,螽,1,1,10677,,1,0.0035%,
39764,趔,1,1,10678,,1,0.0035%,
39765,銀,1,1,10679,,1,0.0035%,
39769,嗰,1,1,10680,,1,0.0035%,
39770,屾,1,1,10681,,1,0.0035%,
39771,帶,1,1,10682,,1,0.0035%,
39772,畋,1,1,10683,,1,0.0035%,
39773,磔,1,1,10684,,1,0.0035%,
39774,禮,1,1,10685,,1,0.0035%,
39775,筌,1,1,10686,,1,0.0035%,
39776,蕹,1,1,10687,,1,0.0035%,
39777,贶,1,1,10688,,1,0.0035%,
39778,閲,1,1,10689,,1,0.0035%,
39780,療,1,1,10690,,1,0.0035%,
39781,镡,1,1,10691,,1,0.0035%,
39786,嗐,1,1,10692,,1,0.0035%,
39787,姫,1,1,10693,,1,0.0035%,
39788,戰,1,1,10694,,1,0.0035%,
39789,淏,1,1,10695,,1,0.0035%,
39790,購,1,1,10696,,1,0.0035%,
39791,鼩,1,1,10697,,1,0.0035%,
39799,傕,1,1,10698,,1,0.0035%,
39800,槊,1,1,10699,,1,0.0035%,
39801,氖,1,1,10700,,1,0.0035%,
39802,玎,1,1,10701,,1,0.0035%,
39803,陞,1,1,10702,,1,0.0035%,
39804,頼,1,1,10703,,1,0.0035%,
39809,劢,1,1,10704,,1,0.0035%,
39810,協,1,1,10705,,1,0.0035%,
39811,宀,1,1,10706,,1,0.0035%,
39812,嶋,1,1,10707,,1,0.0035%,
39813,掾,1,1,10708,,1,0.0035%,
39814,铼,1,1,10709,,1,0.0035%,
39820,竦,1,1,10710,,1,0.0035%,
39821,紘,1,1,10711,,1,0.0035%,
39822,討,1,1,10712,,1,0.0035%,
39823,陸,1,1,10713,,1,0.0035%,
39826,儇,1,1,10714,,1,0.0035%,
39827,礐,1,1,10715,,1,0.0035%,
39828,鲻,1,1,10716,,1,0.0035%,
39834,哂,1,1,10717,,1,0.0035%,
39835,圉,1,1,10718,,1,0.0035%,
39836,箦,1,1,10719,,1,0.0035%,
39837,郞,1,1,10720,,1,0.0035%,
39838,钭,1,1,10721,,1,0.0035%,
39843,測,1,1,10722,,1,0.0035%,
39844,爾,1,1,10723,,1,0.0035%,
39845,筇,1,1,10724,,1,0.0035%,
39846,罨,1,1,10725,,1,0.0035%,
39847,舣,1,1,10726,,1,0.0035%,
39848,镏,1,1,10727,,1,0.0035%,
39854,夥,1,1,10728,,1,0.0035%,
39855,媞,1,1,10729,,1,0.0035%,
39856,嶝,1,1,10730,,1,0.0035%,
39857,熳,1,1,10731,,1,0.0035%,
39858,镟,1,1,10732,,1,0.0035%,
39864,畤,1,1,10733,,1,0.0035%,
39865,鲡,1,1,10734,,1,0.0035%,
39866,鸹,1,1,10735,,1,0.0035%,
39868,圮,1,1,10736,,1,0.0035%,
39869,瓞,1,1,10737,,1,0.0035%,
39870,瘗,1,1,10738,,1,0.0035%,
39871,蠊,1,1,10739,,1,0.0035%,
39872,髈,1,1,10740,,1,0.0035%,
39873,鲖,1,1,10741,,1,0.0035%,
39876,勝,1,1,10742,,1,0.0035%,
39877,撄,1,1,10743,,1,0.0035%,
39878,焼,1,1,10744,,1,0.0035%,
39879,猞,1,1,10745,,1,0.0035%,
39880,薢,1,1,10746,,1,0.0035%,
39881,赀,1,1,10747,,1,0.0035%,
39882,鲔,1,1,10748,,1,0.0035%,
39883,鳇,1,1,10749,,1,0.0035%,
39889,亶,1,1,10750,,1,0.0035%,
39890,橋,1,1,10751,,1,0.0035%,
39891,臺,1,1,10752,,1,0.0035%,
39892,螫,1,1,10753,,1,0.0035%,
39893,谖,1,1,10754,,1,0.0035%,
39894,適,1,1,10755,,1,0.0035%,
39898,屃,1,1,10756,,1,0.0035%,
39899,抜,1,1,10757,,1,0.0035%,
39900,揾,1,1,10758,,1,0.0035%,
39901,樗,1,1,10759,,1,0.0035%,
39902,锛,1,1,10760,,1,0.0035%,
39908,儁,1,1,10761,,1,0.0035%,
39909,維,1,1,10762,,1,0.0035%,
39910,缃,1,1,10763,,1,0.0035%,
39911,蝥,1,1,10764,,1,0.0035%,
39912,阝,1,1,10765,,1,0.0035%,
39913,馃,1,1,10766,,1,0.0035%,
39916,妗,1,1,10767,,1,0.0035%,
39917,瑢,1,1,10768,,1,0.0035%,
39918,罴,1,1,10769,,1,0.0035%,
39919,赜,1,1,10770,,1,0.0035%,
39920,鲺,1,1,10771,,1,0.0035%,
39926,両,1,1,10772,,1,0.0035%,
39927,剞,1,1,10773,,1,0.0035%,
39928,卺,1,1,10774,,1,0.0035%,
39929,姘,1,1,10775,,1,0.0035%,
39930,狀,1,1,10776,,1,0.0035%,
39936,嘁,1,1,10777,,1,0.0035%,
39937,峇,1,1,10778,,1,0.0035%,
39938,滗,1,1,10779,,1,0.0035%,
39939,玘,1,1,10780,,1,0.0035%,
39940,蘇,1,1,10781,,1,0.0035%,
39941,鬘,1,1,10782,,1,0.0035%,
39942,鲐,1,1,10783,,1,0.0035%,
39948,濬,1,1,10784,,1,0.0035%,
39949,爿,1,1,10785,,1,0.0035%,
39950,衆,1,1,10786,,1,0.0035%,
39951,逡,1,1,10787,,1,0.0035%,
39952,陔,1,1,10788,,1,0.0035%,
39958,佾,1,1,10789,,1,0.0035%,
39959,倮,1,1,10790,,1,0.0035%,
39960,媜,1,1,10791,,1,0.0035%,
39961,猁,1,1,10792,,1,0.0035%,
39962,珵,1,1,10793,,1,0.0035%,
39963,臌,1,1,10794,,1,0.0035%,
39964,舾,1,1,10795,,1,0.0035%,
39965,蚵,1,1,10796,,1,0.0035%,
39966,覅,1,1,10797,,1,0.0035%,
39967,辺,1,1,10798,,1,0.0035%,
39968,钪,1,1,10799,,1,0.0035%,
39970,亾,1,1,10800,,1,0.0035%,
39971,効,1,1,10801,,1,0.0035%,
39972,栳,1,1,10802,,1,0.0035%,
39973,蘭,1,1,10803,,1,0.0035%,
39974,诹,1,1,10804,,1,0.0035%,
39975,錄,1,1,10805,,1,0.0035%,
39981,帯,1,1,10806,,1,0.0035%,
39982,曛,1,1,10807,,1,0.0035%,
39983,泃,1,1,10808,,1,0.0035%,
39984,溘,1,1,10809,,1,0.0035%,
39985,眀,1,1,10810,,1,0.0035%,
39986,篼,1,1,10811,,1,0.0035%,
39987,緺,1,1,10812,,1,0.0035%,
39988,興,1,1,10813,,1,0.0035%,
39989,菉,1,1,10814,,1,0.0035%,
39990,蒟,1,1,10815,,1,0.0035%,
39991,辂,1,1,10816,,1,0.0035%,
39992,領,1,1,10817,,1,0.0035%,
39999,媺,1,1,10818,,1,0.0035%,
40000,屙,1,1,10819,,1,0.0035%,
40001,弇,1,1,10820,,1,0.0035%,
40002,愔,1,1,10821,,1,0.0035%,
40003,橛,1,1,10822,,1,0.0035%,
40004,甴,1,1,10823,,1,0.0035%,
40005,砬,1,1,10824,,1,0.0035%,
40006,郤,1,1,10825,,1,0.0035%,
40012,佉,1,1,10826,,1,0.0035%,
40013,択,1,1,10827,,1,0.0035%,
40014,毳,1,1,10828,,1,0.0035%,
40015,艄,1,1,10829,,1,0.0035%,
40024,嗮,1,1,10830,,1,0.0035%,
40025,氇,1,1,10831,,1,0.0035%,
40026,淸,1,1,10832,,1,0.0035%,
40027,狻,1,1,10833,,1,0.0035%,
40028,薬,1,1,10834,,1,0.0035%,
40029,鸰,1,1,10835,,1,0.0035%,
40034,墫,1,1,10836,,1,0.0035%,
40035,瘥,1,1,10837,,1,0.0035%,
40036,黼,1,1,10838,,1,0.0035%,
40042,寫,1,1,10839,,1,0.0035%,
40043,潲,1,1,10840,,1,0.0035%,
40044,玕,1,1,10841,,1,0.0035%,
40045,硇,1,1,10842,,1,0.0035%,
40046,翃,1,1,10843,,1,0.0035%,
40047,荭,1,1,10844,,1,0.0035%,
40053,咥,1,1,10845,,1,0.0035%,
40054,棰,1,1,10846,,1,0.0035%,
40055,珰,1,1,10847,,1,0.0035%,
40056,異,1,1,10848,,1,0.0035%,
40057,翾,1,1,10849,,1,0.0035%,
40058,苘,1,1,10850,,1,0.0035%,
40059,髃,1,1,10851,,1,0.0035%,
40060,鹀,1,1,10852,,1,0.0035%,
40063,呖,1,1,10853,,1,0.0035%,
40064,尓,1,1,10854,,1,0.0035%,
40065,湴,1,1,10855,,1,0.0035%,
40066,蝓,1,1,10856,,1,0.0035%,
40067,骖,1,1,10857,,1,0.0035%,
40072,偬,1,1,10858,,1,0.0035%,
40073,烀,1,1,10859,,1,0.0035%,
40074,舖,1,1,10860,,1,0.0035%,
40075,蠖,1,1,10861,,1,0.0035%,
40076,跸,1,1,10862,,1,0.0035%,
40090,倥,1,1,10863,,1,0.0035%,
40091,児,1,1,10864,,1,0.0035%,
40092,咝,1,1,10865,,1,0.0035%,
40093,垲,1,1,10866,,1,0.0035%,
40094,況,1,1,10867,,1,0.0035%,
40095,洣,1,1,10868,,1,0.0035%,
40096,職,1,1,10869,,1,0.0035%,
40097,蝾,1,1,10870,,1,0.0035%,
40098,驗,1,1,10871,,1,0.0035%,
40099,鮀,1,1,10872,,1,0.0035%,
40105,悫,1,1,10873,,1,0.0035%,
40106,癒,1,1,10874,,1,0.0035%,
40107,眭,1,1,10875,,1,0.0035%,
40108,粜,1,1,10876,,1,0.0035%,
40109,葜,1,1,10877,,1,0.0035%,
40110,褊,1,1,10878,,1,0.0035%,
40111,詩,1,1,10879,,1,0.0035%,
40112,阋,1,1,10880,,1,0.0035%,
40117,昳,1,1,10881,,1,0.0035%,
40118,檫,1,1,10882,,1,0.0035%,
40119,珽,1,1,10883,,1,0.0035%,
40120,睺,1,1,10884,,1,0.0035%,
40121,謂,1,1,10885,,1,0.0035%,
40122,辻,1,1,10886,,1,0.0035%,
40123,钋,1,1,10887,,1,0.0035%,
40125,仮,1,1,10888,,1,0.0035%,
40126,坵,1,1,10889,,1,0.0035%,
40127,渟,1,1,10890,,1,0.0035%,
40128,滿,1,1,10891,,1,0.0035%,
40129,莶,1,1,10892,,1,0.0035%,
40130,蒻,1,1,10893,,1,0.0035%,
40131,裢,1,1,10894,,1,0.0035%,
40132,觌,1,1,10895,,1,0.0035%,
40133,談,1,1,10896,,1,0.0035%,
40134,願,1,1,10897,,1,0.0035%,
40135,饫,1,1,10898,,1,0.0035%,
40143,咑,1,1,10899,,1,0.0035%,
40144,毵,1,1,10900,,1,0.0035%,
40145,澥,1,1,10901,,1,0.0035%,
40146,赑,1,1,10902,,1,0.0035%,
40147,锞,1,1,10903,,1,0.0035%,
40148,鼯,1,1,10904,,1,0.0035%,
40159,亍,1,1,10905,,1,0.0035%,
40160,堠,1,1,10906,,1,0.0035%,
40161,幵,1,1,10907,,1,0.0035%,
40162,擇,1,1,10908,,1,0.0035%,
40163,樹,1,1,10909,,1,0.0035%,
40164,洈,1,1,10910,,1,0.0035%,
40165,硏,1,1,10911,,1,0.0035%,
40166,祓,1,1,10912,,1,0.0035%,
40167,耧,1,1,10913,,1,0.0035%,
40168,菝,1,1,10914,,1,0.0035%,
40169,蜮,1,1,10915,,1,0.0035%,
40170,鄣,1,1,10916,,1,0.0035%,
40171,鹡,1,1,10917,,1,0.0035%,
40176,戸,1,1,10918,,1,0.0035%,
40177,旼,1,1,10919,,1,0.0035%,
40178,栝,1,1,10920,,1,0.0035%,
40179,窢,1,1,10921,,1,0.0035%,
40180,茈,1,1,10922,,1,0.0035%,
40181,钆,1,1,10923,,1,0.0035%,
40189,扌,1,1,10924,,1,0.0035%,
40190,柝,1,1,10925,,1,0.0035%,
40191,烔,1,1,10926,,1,0.0035%,
40192,稱,1,1,10927,,1,0.0035%,
40193,芣,1,1,10928,,1,0.0035%,
40194,韓,1,1,10929,,1,0.0035%,
40203,凊,1,1,10930,,1,0.0035%,
40204,搦,1,1,10931,,1,0.0035%,
40205,榖,1,1,10932,,1,0.0035%,
40206,碼,1,1,10933,,1,0.0035%,
40207,縻,1,1,10934,,1,0.0035%,
40208,衛,1,1,10935,,1,0.0035%,
40209,雫,1,1,10936,,1,0.0035%,
40210,預,1,1,10937,,1,0.0035%,
40217,墕,1,1,10938,,1,0.0035%,
40218,栃,1,1,10939,,1,0.0035%,
40219,殸,1,1,10940,,1,0.0035%,
40220,祼,1,1,10941,,1,0.0035%,
40221,铫,1,1,10942,,1,0.0035%,
40222,麈,1,1,10943,,1,0.0035%,
40223,龠,1,1,10944,,1,0.0035%,
40230,岈,1,1,10945,,1,0.0035%,
40231,柢,1,1,10946,,1,0.0035%,
40232,瑧,1,1,10947,,1,0.0035%,
40233,祆,1,1,10948,,1,0.0035%,
40234,绂,1,1,10949,,1,0.0035%,
40235,謝,1,1,10950,,1,0.0035%,
40236,辚,1,1,10951,,1,0.0035%,
40237,鄚,1,1,10952,,1,0.0035%,
40245,剣,1,1,10953,,1,0.0035%,
40246,铪,1,1,10954,,1,0.0035%,
40247,铽,1,1,10955,,1,0.0035%,
40248,镱,1,1,10956,,1,0.0035%,
40249,餍,1,1,10957,,1,0.0035%,
40250,鼍,1,1,10958,,1,0.0035%,
40258,吿,1,1,10959,,1,0.0035%,
40259,紹,1,1,10960,,1,0.0035%,
40260,蚍,1,1,10961,,1,0.0035%,
40261,財,1,1,10962,,1,0.0035%,
40262,賨,1,1,10963,,1,0.0035%,
40263,鞞,1,1,10964,,1,0.0035%,
40271,亊,1,1,10965,,1,0.0035%,
40272,暌,1,1,10966,,1,0.0035%,
40273,涙,1,1,10967,,1,0.0035%,
40274,焮,1,1,10968,,1,0.0035%,
40275,蛞,1,1,10969,,1,0.0035%,
40276,髪,1,1,10970,,1,0.0035%,
40286,劇,1,1,10971,,1,0.0035%,
40287,啐,1,1,10972,,1,0.0035%,
40288,暲,1,1,10973,,1,0.0035%,
40289,殳,1,1,10974,,1,0.0035%,
40290,積,1,1,10975,,1,0.0035%,
40291,臑,1,1,10976,,1,0.0035%,
40292,蟊,1,1,10977,,1,0.0035%,
40293,詳,1,1,10978,,1,0.0035%,
40294,誰,1,1,10979,,1,0.0035%,
40295,鹟,1,1,10980,,1,0.0035%,
40298,勍,1,1,10981,,1,0.0035%,
40299,厾,1,1,10982,,1,0.0035%,
40300,參,1,1,10983,,1,0.0035%,
40301,愦,1,1,10984,,1,0.0035%,
40302,扞,1,1,10985,,1,0.0035%,
40303,攽,1,1,10986,,1,0.0035%,
40304,瀹,1,1,10987,,1,0.0035%,
40305,瑨,1,1,10988,,1,0.0035%,
40306,缣,1,1,10989,,1,0.0035%,
40307,芰,1,1,10990,,1,0.0035%,
40308,荩,1,1,10991,,1,0.0035%,
40309,铗,1,1,10992,,1,0.0035%,
40310,鲚,1,1,10993,,1,0.0035%,
40318,夲,1,1,10994,,1,0.0035%,
40319,屦,1,1,10995,,1,0.0035%,
40320,崟,1,1,10996,,1,0.0035%,
40321,杌,1,1,10997,,1,0.0035%,
40322,滉,1,1,10998,,1,0.0035%,
40323,眇,1,1,10999,,1,0.0035%,
40324,硎,1,1,11000,,1,0.0035%,
40325,铒,1,1,11001,,1,0.0035%,
40326,锖,1,1,11002,,1,0.0035%,
40327,鞥,1,1,11003,,1,0.0035%,
40328,魚,1,1,11004,,1,0.0035%,
40334,佺,1,1,11005,,1,0.0035%,
40335,吳,1,1,11006,,1,0.0035%,
40336,従,1,1,11007,,1,0.0035%,
40337,琹,1,1,11008,,1,0.0035%,
40338,稲,1,1,11009,,1,0.0035%,
40339,穂,1,1,11010,,1,0.0035%,
40340,裏,1,1,11011,,1,0.0035%,
40341,誌,1,1,11012,,1,0.0035%,
40342,钐,1,1,11013,,1,0.0035%,
40350,乛,1,1,11014,,1,0.0035%,
40351,埒,1,1,11015,,1,0.0035%,
40352,揸,1,1,11016,,1,0.0035%,
40353,梶,1,1,11017,,1,0.0035%,
40354,祊,1,1,11018,,1,0.0035%,
40355,笥,1,1,11019,,1,0.0035%,
40356,笮,1,1,11020,,1,0.0035%,
40357,菹,1,1,11021,,1,0.0035%,
40358,蔸,1,1,11022,,1,0.0035%,
40359,蚺,1,1,11023,,1,0.0035%,
40360,順,1,1,11024,,1,0.0035%,
40361,鲊,1,1,11025,,1,0.0035%,
40362,麵,1,1,11026,,1,0.0035%,
40368,塅,1,1,11027,,1,0.0035%,
40369,媵,1,1,11028,,1,0.0035%,
40370,嵖,1,1,11029,,1,0.0035%,
40371,彖,1,1,11030,,1,0.0035%,
40372,暾,1,1,11031,,1,0.0035%,
40373,泐,1,1,11032,,1,0.0035%,
40374,渼,1,1,11033,,1,0.0035%,
40375,瓿,1,1,11034,,1,0.0035%,
40376,畚,1,1,11035,,1,0.0035%,
40377,練,1,1,11036,,1,0.0035%,
40378,蓍,1,1,11037,,1,0.0035%,
40379,诔,1,1,11038,,1,0.0035%,
40380,逖,1,1,11039,,1,0.0035%,
40381,郿,1,1,11040,,1,0.0035%,
40385,偓,1,1,11041,,1,0.0035%,
40386,哿,1,1,11042,,1,0.0035%,
40387,屍,1,1,11043,,1,0.0035%,
40388,岵,1,1,11044,,1,0.0035%,
40389,旄,1,1,11045,,1,0.0035%,
40390,旒,1,1,11046,,1,0.0035%,
40391,栄,1,1,11047,,1,0.0035%,
40392,汭,1,1,11048,,1,0.0035%,
40393,瘅,1,1,11049,,1,0.0035%,
40394,眞,1,1,11050,,1,0.0035%,
40395,脔,1,1,11051,,1,0.0035%,
40396,觏,1,1,11052,,1,0.0035%,
40397,鹓,1,1,11053,,1,0.0035%,
40403,仉,1,1,11054,,1,0.0035%,
40404,哓,1,1,11055,,1,0.0035%,
40405,啓,1,1,11056,,1,0.0035%,
40406,戆,1,1,11057,,1,0.0035%,
40407,殠,1,1,11058,,1,0.0035%,
40408,氅,1,1,11059,,1,0.0035%,
40409,續,1,1,11060,,1,0.0035%,
40410,註,1,1,11061,,1,0.0035%,
40411,隠,1,1,11062,,1,0.0035%,
40412,鲦,1,1,11063,,1,0.0035%,
40422,絜,1,1,11064,,1,0.0035%,
40423,胨,1,1,11065,,1,0.0035%,
40424,邊,1,1,11066,,1,0.0035%,
40425,養,1,1,11067,,1,0.0035%,
40426,鲼,1,1,11068,,1,0.0035%,
40434,垤,1,1,11069,,1,0.0035%,
40435,拡,1,1,11070,,1,0.0035%,
40436,晡,1,1,11071,,1,0.0035%,
40437,桲,1,1,11072,,1,0.0035%,
40438,歃,1,1,11073,,1,0.0035%,
40439,湓,1,1,11074,,1,0.0035%,
40440,盤,1,1,11075,,1,0.0035%,
40441,隨,1,1,11076,,1,0.0035%,
40451,偾,1,1,11077,,1,0.0035%,
40452,埖,1,1,11078,,1,0.0035%,
40453,忸,1,1,11079,,1,0.0035%,
40454,翛,1,1,11080,,1,0.0035%,
40455,蜣,1,1,11081,,1,0.0035%,
40456,踔,1,1,11082,,1,0.0035%,
40457,颙,1,1,11083,,1,0.0035%,
40465,姌,1,1,11084,,1,0.0035%,
40466,娭,1,1,11085,,1,0.0035%,
40467,帑,1,1,11086,,1,0.0035%,
40468,怩,1,1,11087,,1,0.0035%,
40469,攞,1,1,11088,,1,0.0035%,
40470,玹,1,1,11089,,1,0.0035%,
40471,莸,1,1,11090,,1,0.0035%,
40472,蒄,1,1,11091,,1,0.0035%,
40473,郷,1,1,11092,,1,0.0035%,
40474,酾,1,1,11093,,1,0.0035%,
40475,镢,1,1,11094,,1,0.0035%,
40479,堽,1,1,11095,,1,0.0035%,
40480,庥,1,1,11096,,1,0.0035%,
40481,戲,1,1,11097,,1,0.0035%,
40482,拏,1,1,11098,,1,0.0035%,
40483,敔,1,1,11099,,1,0.0035%,
40484,樓,1,1,11100,,1,0.0035%,
40485,檎,1,1,11101,,1,0.0035%,
40486,毑,1,1,11102,,1,0.0035%,
40487,璩,1,1,11103,,1,0.0035%,
40488,筲,1,1,11104,,1,0.0035%,
40489,辶,1,1,11105,,1,0.0035%,
40490,镘,1,1,11106,,1,0.0035%,
40491,隳,1,1,11107,,1,0.0035%,
40492,鞯,1,1,11108,,1,0.0035%,
40493,鳉,1,1,11109,,1,0.0035%,
40494,鹎,1,1,11110,,1,0.0035%,
40502,亜,1,1,11111,,1,0.0035%,
40503,呪,1,1,11112,,1,0.0035%,
40504,忝,1,1,11113,,1,0.0035%,
40505,悒,1,1,11114,,1,0.0035%,
40506,拊,1,1,11115,,1,0.0035%,
40507,滙,1,1,11116,,1,0.0035%,
40508,貴,1,1,11117,,1,0.0035%,
40509,贇,1,1,11118,,1,0.0035%,
40513,啱,1,1,11119,,1,0.0035%,
40514,尋,1,1,11120,,1,0.0035%,
40515,朓,1,1,11121,,1,0.0035%,
40516,獬,1,1,11122,,1,0.0035%,
40517,肸,1,1,11123,,1,0.0035%,
40518,褡,1,1,11124,,1,0.0035%,
40519,褰,1,1,11125,,1,0.0035%,
40520,陬,1,1,11126,,1,0.0035%,
40521,雊,1,1,11127,,1,0.0035%,
40522,鱻,1,1,11128,,1,0.0035%,
40526,佷,1,1,11129,,1,0.0035%,
40527,呒,1,1,11130,,1,0.0035%,
40528,咾,1,1,11131,,1,0.0035%,
40529,垾,1,1,11132,,1,0.0035%,
40530,孓,1,1,11133,,1,0.0035%,
40531,層,1,1,11134,,1,0.0035%,
40532,崞,1,1,11135,,1,0.0035%,
40533,昃,1,1,11136,,1,0.0035%,
40534,槑,1,1,11137,,1,0.0035%,
40535,笊,1,1,11138,,1,0.0035%,
40536,臨,1,1,11139,,1,0.0035%,
40537,酂,1,1,11140,,1,0.0035%,
40538,钍,1,1,11141,,1,0.0035%,
40539,須,1,1,11142,,1,0.0035%,
40540,顯,1,1,11143,,1,0.0035%,
40547,伛,1,1,11144,,1,0.0035%,
40548,囲,1,1,11145,,1,0.0035%,
40549,継,1,1,11146,,1,0.0035%,
40550,颃,1,1,11147,,1,0.0035%,
40551,鲹,1,1,11148,,1,0.0035%,
40557,䨻,1,1,11149,,1,0.0035%,
40558,巘,1,1,11150,,1,0.0035%,
40559,庫,1,1,11151,,1,0.0035%,
40560,浲,1,1,11152,,1,0.0035%,
40561,烝,1,1,11153,,1,0.0035%,
40562,簰,1,1,11154,,1,0.0035%,
40563,籴,1,1,11155,,1,0.0035%,
40564,荛,1,1,11156,,1,0.0035%,
40565,菿,1,1,11157,,1,0.0035%,
40566,谠,1,1,11158,,1,0.0035%,
40567,谰,1,1,11159,,1,0.0035%,
40568,閞,1,1,11160,,1,0.0035%,
40569,雑,1,1,11161,,1,0.0035%,
40570,飑,1,1,11162,,1,0.0035%,
40576,伱,1,1,11163,,1,0.0035%,
40577,倓,1,1,11164,,1,0.0035%,
40578,圬,1,1,11165,,1,0.0035%,
40579,尅,1,1,11166,,1,0.0035%,
40580,慾,1,1,11167,,1,0.0035%,
40581,摽,1,1,11168,,1,0.0035%,
40582,沵,1,1,11169,,1,0.0035%,
40583,瀞,1,1,11170,,1,0.0035%,
40584,炤,1,1,11171,,1,0.0035%,
40585,獣,1,1,11172,,1,0.0035%,
40586,窓,1,1,11173,,1,0.0035%,
40587,缋,1,1,11174,,1,0.0035%,
40588,遄,1,1,11175,,1,0.0035%,
40589,酡,1,1,11176,,1,0.0035%,
40590,锕,1,1,11177,,1,0.0035%,
40591,黧,1,1,11178,,1,0.0035%,
40592,黾,1,1,11179,,1,0.0035%,
40600,呬,1,1,11180,,1,0.0035%,
40601,夬,1,1,11181,,1,0.0035%,
40602,曱,1,1,11182,,1,0.0035%,
40603,柃,1,1,11183,,1,0.0035%,
40604,蒨,1,1,11184,,1,0.0035%,
40605,蹻,1,1,11185,,1,0.0035%,
40606,鹛,1,1,11186,,1,0.0035%,
40607,黻,1,1,11187,,1,0.0035%,
40617,偁,1,1,11188,,1,0.0035%,
40618,坜,1,1,11189,,1,0.0035%,
40619,嫫,1,1,11190,,1,0.0035%,
40620,岕,1,1,11191,,1,0.0035%,
40621,椇,1,1,11192,,1,0.0035%,
40622,瀼,1,1,11193,,1,0.0035%,
40623,燠,1,1,11194,,1,0.0035%,
40624,硗,1,1,11195,,1,0.0035%,
40625,罾,1,1,11196,,1,0.0035%,
40626,輪,1,1,11197,,1,0.0035%,
40627,遅,1,1,11198,,1,0.0035%,
40628,镪,1,1,11199,,1,0.0035%,
40629,黥,1,1,11200,,1,0.0035%,
40639,劉,1,1,11201,,1,0.0035%,
40640,呙,1,1,11202,,1,0.0035%,
40641,圌,1,1,11203,,1,0.0035%,
40642,妺,1,1,11204,,1,0.0035%,
40643,姉,1,1,11205,,1,0.0035%,
40644,棻,1,1,11206,,1,0.0035%,
40645,歺,1,1,11207,,1,0.0035%,
40646,渋,1,1,11208,,1,0.0035%,
40647,獎,1,1,11209,,1,0.0035%,
40648,獨,1,1,11210,,1,0.0035%,
40649,瑫,1,1,11211,,1,0.0035%,
40650,钶,1,1,11212,,1,0.0035%,
40651,骟,1,1,11213,,1,0.0035%,
40652,鲌,1,1,11214,,1,0.0035%,
40653,黐,1,1,11215,,1,0.0035%,
40661,塄,1,1,11216,,1,0.0035%,
40662,嬲,1,1,11217,,1,0.0035%,
40663,屬,1,1,11218,,1,0.0035%,
40664,桤,1,1,11219,,1,0.0035%,
40665,渽,1,1,11220,,1,0.0035%,
40666,輋,1,1,11221,,1,0.0035%,
40674,佧,1,1,11222,,1,0.0035%,
40675,妳,1,1,11223,,1,0.0035%,
40676,桖,1,1,11224,,1,0.0035%,
40677,牤,1,1,11225,,1,0.0035%,
40678,獴,1,1,11226,,1,0.0035%,
40679,眄,1,1,11227,,1,0.0035%,
40680,禩,1,1,11228,,1,0.0035%,
40681,荬,1,1,11229,,1,0.0035%,
40682,螅,1,1,11230,,1,0.0035%,
40683,鼙,1,1,11231,,1,0.0035%,
40688,仼,1,1,11232,,1,0.0035%,
40689,勢,1,1,11233,,1,0.0035%,
40690,姤,1,1,11234,,1,0.0035%,
40691,徴,1,1,11235,,1,0.0035%,
40692,簃,1,1,11236,,1,0.0035%,
40693,粢,1,1,11237,,1,0.0035%,
40694,納,1,1,11238,,1,0.0035%,
40695,脷,1,1,11239,,1,0.0035%,
40696,辦,1,1,11240,,1,0.0035%,
40697,锝,1,1,11241,,1,0.0035%,
40698,阒,1,1,11242,,1,0.0035%,
40706,坌,1,1,11243,,1,0.0035%,
40707,堎,1,1,11244,,1,0.0035%,
40708,屣,1,1,11245,,1,0.0035%,
40709,揺,1,1,11246,,1,0.0035%,
40710,旴,1,1,11247,,1,0.0035%,
40711,柊,1,1,11248,,1,0.0035%,
40712,桄,1,1,11249,,1,0.0035%,
40713,檔,1,1,11250,,1,0.0035%,
40714,溦,1,1,11251,,1,0.0035%,
40715,煕,1,1,11252,,1,0.0035%,
40716,犴,1,1,11253,,1,0.0035%,
40717,甡,1,1,11254,,1,0.0035%,
40718,皞,1,1,11255,,1,0.0035%,
40719,蘩,1,1,11256,,1,0.0035%,
40720,顸,1,1,11257,,1,0.0035%,
